scan,ctemp,angle,intensity,shift,fitted_center,fitted_sigma,is_shifted
62,819.98053,16.4881,545.30346,0.0,16.450763199166136,0.17575716984401446,False
62,819.98053,20.36112,283.41814,0.0,20.314200767137695,0.1939911397068376,False
63,819.99982,28.88886,992.78694,0.0,28.87345671847583,0.08609447086071574,False
63,819.99982,16.4881,546.5156999999999,0.0,16.45111973299816,0.17574914056267113,False
63,819.99982,20.36112,284.25138000000004,0.0,20.314830358226075,0.19330441198605222,False
64,820.01477,28.88886,986.2139199999999,0.0,28.873370119264862,0.08604355268369178,False
64,820.01477,16.4881,547.64328,0.0,16.45123101264169,0.17553428582295494,False
64,820.01477,20.36112,283.03922,0.0,20.313163933928866,0.1938171958389457,False
65,820.03528,28.88886,993.0649599999999,0.0,28.873468116721185,0.08574435304680447,False
65,820.03528,16.4881,547.80576,0.0,16.45069232551685,0.17498094886541593,False
65,820.03528,20.36112,282.66592,0.0,20.315133979366653,0.19350299668642343,False
66,820.01562,28.88886,994.0119400000001,0.0,28.8735622557003,0.08573463359279146,False
66,820.01562,16.4881,547.4922200000001,0.0,16.45058838451025,0.17530047661040415,False
66,820.01562,20.36112,282.33092,0.0,20.31449038634359,0.19348178941968389,False
67,819.94733,28.88886,999.0199400000001,0.0,28.87359925607301,0.08546415230579049,False
67,819.94733,16.4881,549.0091,0.0,16.45133394142781,0.1743452907365288,False
67,819.94733,20.36112,282.99112,0.0,20.31463781895317,0.191799522475462,False
68,820.00311,28.88886,998.3971799999999,0.0,28.873862273294197,0.08527013448269892,False
68,820.00311,16.4881,549.6373799999999,0.0,16.451143022367926,0.17399237460326317,False
68,820.00311,20.36112,282.67726000000005,0.0,20.314332874435785,0.19241276923804498,False
69,820.02039,28.88886,1000.67196,0.0,28.873775658122106,0.08509842060915129,False
69,820.02039,16.4881,548.0686,0.0,16.45168832328541,0.17377327459528275,False
69,820.02039,20.36112,283.22554,0.0,20.31454515060971,0.19244180382956672,False
70,820.01288,28.88886,1008.13374,0.0,28.873839700091438,0.08501895804306582,False
70,820.01288,16.4881,554.11044,0.0,16.45153977469046,0.1747037429237693,False
70,820.01288,20.36112,286.69194,0.0,20.31543769777529,0.19128530053984655,False
71,819.99518,28.88886,1009.45002,0.0,28.874049369755973,0.0849277190248533,False
71,819.99518,16.4881,554.2519,0.0,16.45148725767297,0.17403394927431756,False
71,819.99518,20.36112,285.2469,0.0,20.314268566393523,0.1923547439187126,False
72,820.02161,28.88886,1012.1304400000001,0.0,28.87407770459085,0.08495932980388073,False
72,820.02161,16.4881,553.93642,0.0,16.452067187507808,0.17380076859350735,False
72,820.02161,20.36112,285.2088,0.0,20.315668218921417,0.19156039734453448,False
73,819.9751,28.88886,1012.7343199999999,0.0,28.87402853823821,0.08476808529864051,False
73,819.9751,16.4881,554.11688,0.0,16.451969922369035,0.17355339965250524,False
73,819.9751,20.36112,284.51542,0.0,20.315808282259805,0.19137201919089053,False
74,820.00488,28.88886,1010.54528,0.0,28.874121837335743,0.0847495168253162,False
74,820.00488,16.4881,552.8104599999999,0.0,16.451745364716217,0.17380012538008802,False
74,820.00488,20.36112,284.61854000000005,0.0,20.314717466989492,0.1914139206338942,False
75,819.98328,28.88886,1011.8377399999999,0.0,28.874486762528345,0.0847354769694133,False
